,age,age,BMI,BMI
,mean,std,mean,std
condition,,,,
Total,20.142857142857142,2.4146817245110856,21.315357142857145,2.449018672921352
CFT,19.642857142857142,2.5300393082122064,20.415714285714284,1.7246168550444172
Control,20.642857142857142,2.2738358934473863,22.215,2.7819438417159934
