,,MDBF,MDBF
,,mean,std
condition,subscale,,
CFT,AwakeTired,-9.107203349938333,20.24244582466571
CFT,CalmNervous,-31.770007985778776,19.318884325987547
CFT,GoodBad,-37.126291018912724,22.79727849011548
Control,AwakeTired,-11.853307460116248,14.661371350662563
Control,CalmNervous,-36.38789921321702,22.85152932592918
Control,GoodBad,-36.81757708564687,21.732314818971677
