,,MDBF,MDBF
,,mean,std
condition,subscale,,
CFT,AwakeTired,-8.723764117173763,15.928887802812683
CFT,CalmNervous,-28.248231076905096,17.43131269285753
CFT,GoodBad,-31.353905509685106,19.650923961905818
Control,AwakeTired,-12.207251367283543,18.85714783009812
Control,CalmNervous,-39.638770206023494,23.008741435472295
Control,GoodBad,-42.14593294031851,23.11292098883233
